UFCODIGO,UFID,UFSIGLA,UFNOME,ESPVIDA_91,FECTOT_91,MORT1_91,MORT5_91,RAZDEP_91,SOBRE40_91,SOBRE60_91,T_ENV_91,E_ANOSESTUDO_91,T_ANALF11A14_91,T_ANALF15A17_91,T_ANALF15M_91,T_ANALF18A24_91,T_ANALF18M_91,T_ANALF25A29_91,T_ANALF25M_91,T_ATRASO_0_BASICO_91,T_ATRASO_0_FUND_91,T_ATRASO_0_MED_91,T_ATRASO_1_BASICO_91,T_ATRASO_1_FUND_91,T_ATRASO_1_MED_91,T_ATRASO_2_BASICO_91,T_ATRASO_2_FUND_91,T_ATRASO_2_MED_91,T_FBBAS_91,T_FBFUND_91,T_FBMED_91,T_FBPRE_91,T_FBSUPER_91,T_FLBAS_91,T_FLFUND_91,T_FLMED_91,T_FLPRE_91,T_FLSUPER_91,T_FREQ0A3_91,T_FREQ11A14_91,T_FREQ15A17_91,T_FREQ18A24_91,T_FREQ25A29_91,T_FREQ4A5_91,T_FREQ4A6_91,T_FREQ5A6_91,T_FREQ6_91,T_FREQ6A14_91,T_FREQ6A17_91,T_FREQFUND1517_91,T_FREQFUND1824_91,T_FREQFUND45_91,T_FREQMED1824_91,T_FREQMED614_91,T_FREQSUPER1517_91,T_FUND11A13_91,T_FUND12A14_91,T_FUND15A17_91,T_FUND16A18_91,T_FUND18A24_91,T_FUND18M_91,T_FUND25M_91,T_MED18A20_91,T_MED18A24_91,T_MED18M_91,T_MED19A21_91,T_MED25M_91,T_SUPER25M_91,CORTE1_91,CORTE2_91,CORTE3_91,CORTE4_91,CORTE9_91,GINI_91,PIND_91,PINDCRI_91,PMPOB_91,PMPOBCRI_91,PPOB_91,PPOBCRI_91,PREN10RICOS_91,PREN20_91,PREN20RICOS_91,PREN40_91,PREN60_91,PREN80_91,PRENTRAB_91,R1040_91,R2040_91,RDPC_91,RDPC1_91,RDPC10_91,RDPC2_91,RDPC3_91,RDPC4_91,RDPC5_91,RDPCT_91,RIND_91,RMPOB_91,RPOB_91,THEIL_91,CPR_91,EMP_91,P_AGRO_91,P_COM_91,P_CONSTR_91,P_EXTR_91,P_FORMAL_91,P_FUND_91,P_MED_91,P_SERV_91,P_SIUP_91,P_SUPER_91,P_TRANSF_91,REN0_91,REN1_91,REN2_91,REN3_91,REN5_91,RENOCUP_91,T_ATIV_91,T_ATIV1014_91,T_ATIV1517_91,T_ATIV1824_91,T_ATIV18M_91,T_ATIV2529_91,T_DES_91,T_DES1014_91,T_DES1517_91,T_DES1824_91,T_DES18M_91,T_DES2529_91,THEILtrab_91,TRABCC_91,TRABPUB_91,TRABSC_91,T_AGUA_91,T_BANAGUA_91,T_DENS_91,T_LIXO_91,T_LUZ_91,AGUA_ESGOTO_91,PAREDE_91,T_CRIFUNDIN_TODOS_91,T_FORA4A5_91,T_FORA6A14_91,T_FUNDIN_TODOS_91,T_FUNDIN_TODOS_MMEIO_91,T_FUNDIN18MINF_91,T_M10A14CF_91,T_M15A17CF_91,T_MULCHEFEFIF014_91,T_NESTUDA_NTRAB_MMEIO_91,T_OCUPDESLOC_1_91,T_RMAXIDOSO_91,T_SLUZ_91,HOMEM0A4_91,HOMEM10A14_91,HOMEM15A19_91,HOMEM20A24_91,HOMEM25A29_91,HOMEM30A34_91,HOMEM35A39_91,HOMEM40A44_91,HOMEM45A49_91,HOMEM50A54_91,HOMEM55A59_91,HOMEM5A9_91,HOMEM60A64_91,HOMEM65A69_91,HOMEM70A74_91,HOMEM75A79_91,HOMEMTOT_91,HOMENS80_91,MULH0A4_91,MULH10A14_91,MULH15A19_91,MULH20A24_91,MULH25A29_91,MULH30A34_91,MULH35A39_91,MULH40A44_91,MULH45A49_91,MULH50A54_91,MULH55A59_91,MULH5A9_91,MULH60A64_91,MULH65A69_91,MULH70A74_91,MULH75A79_91,MULHER80_91,MULHERTOT_91,PEA_91,PEA1014_91,PEA1517_91,PEA18M_91,peso1_91,PESO1114_91,PESO1113_91,PESO1214_91,peso13_91,PESO15_91,peso1517_91,PESO1524_91,PESO1618_91,PESO18_91,Peso1820_91,PESO1824_91,Peso1921_91,PESO25_91,peso4_91,peso5_91,peso6_91,PESO610_91,Peso617_91,PESO65_91,PESOM1014_91,PESOM1517_91,PESOM15M_91,PESOM25M_91,pesoRUR_91,pesotot_91,pesourb_91,PIA_91,PIA1014_91,PIA1517_91,PIA18M_91,POP_91,POPT_91,I_ESCOLARIDADE_91,I_FREQ_PROP_91,IDHM_91,IDHM_E_91,IDHM_L_91,IDHM_R_91,ESPVIDA_00,FECTOT_00,MORT1_00,MORT5_00,RAZDEP_00,SOBRE40_00,SOBRE60_00,T_ENV_00,E_ANOSESTUDO_00,T_ANALF11A14_00,T_ANALF15A17_00,T_ANALF15M_00,T_ANALF18A24_00,T_ANALF18M_00,T_ANALF25A29_00,T_ANALF25M_00,T_ATRASO_0_BASICO_00,T_ATRASO_0_FUND_00,T_ATRASO_0_MED_00,T_ATRASO_1_BASICO_00,T_ATRASO_1_FUND_00,T_ATRASO_1_MED_00,T_ATRASO_2_BASICO_00,T_ATRASO_2_FUND_00,T_ATRASO_2_MED_00,T_FBBAS_00,T_FBFUND_00,T_FBMED_00,T_FBPRE_00,T_FBSUPER_00,T_FLBAS_00,T_FLFUND_00,T_FLMED_00,T_FLPRE_00,T_FLSUPER_00,T_FREQ0A3_00,T_FREQ11A14_00,T_FREQ15A17_00,T_FREQ18A24_00,T_FREQ25A29_00,T_FREQ4A5_00,T_FREQ4A6_00,T_FREQ5A6_00,T_FREQ6_00,T_FREQ6A14_00,T_FREQ6A17_00,T_FREQFUND1517_00,T_FREQFUND1824_00,T_FREQFUND45_00,T_FREQMED1824_00,T_FREQMED614_00,T_FREQSUPER1517_00,T_FUND11A13_00,T_FUND12A14_00,T_FUND15A17_00,T_FUND16A18_00,T_FUND18A24_00,T_FUND18M_00,T_FUND25M_00,T_MED18A20_00,T_MED18A24_00,T_MED18M_00,T_MED19A21_00,T_MED25M_00,T_SUPER25M_00,CORTE1_00,CORTE2_00,CORTE3_00,CORTE4_00,CORTE9_00,GINI_00,PIND_00,PINDCRI_00,PMPOB_00,PMPOBCRI_00,PPOB_00,PPOBCRI_00,PREN10RICOS_00,PREN20_00,PREN20RICOS_00,PREN40_00,PREN60_00,PREN80_00,PRENTRAB_00,R1040_00,R2040_00,RDPC_00,RDPC1_00,RDPC10_00,RDPC2_00,RDPC3_00,RDPC4_00,RDPC5_00,RDPCT_00,RIND_00,RMPOB_00,RPOB_00,THEIL_00,CPR_00,EMP_00,P_AGRO_00,P_COM_00,P_CONSTR_00,P_EXTR_00,P_FORMAL_00,P_FUND_00,P_MED_00,P_SERV_00,P_SIUP_00,P_SUPER_00,P_TRANSF_00,REN0_00,REN1_00,REN2_00,REN3_00,REN5_00,RENOCUP_00,T_ATIV_00,T_ATIV1014_00,T_ATIV1517_00,T_ATIV1824_00,T_ATIV18M_00,T_ATIV2529_00,T_DES_00,T_DES1014_00,T_DES1517_00,T_DES1824_00,T_DES18M_00,T_DES2529_00,THEILtrab_00,TRABCC_00,TRABPUB_00,TRABSC_00,T_AGUA_00,T_BANAGUA_00,T_DENS_00,T_LIXO_00,T_LUZ_00,AGUA_ESGOTO_00,PAREDE_00,T_CRIFUNDIN_TODOS_00,T_FORA4A5_00,T_FORA6A14_00,T_FUNDIN_TODOS_00,T_FUNDIN_TODOS_MMEIO_00,T_FUNDIN18MINF_00,T_M10A14CF_00,T_M15A17CF_00,T_MULCHEFEFIF014_00,T_NESTUDA_NTRAB_MMEIO_00,T_OCUPDESLOC_1_00,T_RMAXIDOSO_00,T_SLUZ_00,HOMEM0A4_00,HOMEM10A14_00,HOMEM15A19_00,HOMEM20A24_00,HOMEM25A29_00,HOMEM30A34_00,HOMEM35A39_00,HOMEM40A44_00,HOMEM45A49_00,HOMEM50A54_00,HOMEM55A59_00,HOMEM5A9_00,HOMEM60A64_00,HOMEM65A69_00,HOMEM70A74_00,HOMEM75A79_00,HOMEMTOT_00,HOMENS80_00,MULH0A4_00,MULH10A14_00,MULH15A19_00,MULH20A24_00,MULH25A29_00,MULH30A34_00,MULH35A39_00,MULH40A44_00,MULH45A49_00,MULH50A54_00,MULH55A59_00,MULH5A9_00,MULH60A64_00,MULH65A69_00,MULH70A74_00,MULH75A79_00,MULHER80_00,MULHERTOT_00,PEA_00,PEA1014_00,PEA1517_00,PEA18M_00,peso1_00,PESO1114_00,PESO1113_00,PESO1214_00,peso13_00,PESO15_00,peso1517_00,PESO1524_00,PESO1618_00,PESO18_00,Peso1820_00,PESO1824_00,Peso1921_00,PESO25_00,peso4_00,peso5_00,peso6_00,PESO610_00,Peso617_00,PESO65_00,PESOM1014_00,PESOM1517_00,PESOM15M_00,PESOM25M_00,pesoRUR_00,pesotot_00,pesourb_00,PIA_00,PIA1014_00,PIA1517_00,PIA18M_00,POP_00,POPT_00,I_ESCOLARIDADE_00,I_FREQ_PROP_00,IDHM_00,IDHM_E_00,IDHM_L_00,IDHM_R_00,ESPVIDA_10,FECTOT_10,MORT1_10,MORT5_10,RAZDEP_10,SOBRE40_10,SOBRE60_10,T_ENV_10,E_ANOSESTUDO_10,T_ANALF11A14_10,T_ANALF15A17_10,T_ANALF15M_10,T_ANALF18A24_10,T_ANALF18M_10,T_ANALF25A29_10,T_ANALF25M_10,T_ATRASO_0_BASICO_10,T_ATRASO_0_FUND_10,T_ATRASO_0_MED_10,T_ATRASO_1_BASICO_10,T_ATRASO_1_FUND_10,T_ATRASO_1_MED_10,T_ATRASO_2_BASICO_10,T_ATRASO_2_FUND_10,T_ATRASO_2_MED_10,T_FBBAS_10,T_FBFUND_10,T_FBMED_10,T_FBPRE_10,T_FBSUPER_10,T_FLBAS_10,T_FLFUND_10,T_FLMED_10,T_FLPRE_10,T_FLSUPER_10,T_FREQ0A3_10,T_FREQ11A14_10,T_FREQ15A17_10,T_FREQ18A24_10,T_FREQ25A29_10,T_FREQ4A5_10,T_FREQ4A6_10,T_FREQ5A6_10,T_FREQ6_10,T_FREQ6A14_10,T_FREQ6A17_10,T_FREQFUND1517_10,T_FREQFUND1824_10,T_FREQFUND45_10,T_FREQMED1824_10,T_FREQMED614_10,T_FREQSUPER1517_10,T_FUND11A13_10,T_FUND12A14_10,T_FUND15A17_10,T_FUND16A18_10,T_FUND18A24_10,T_FUND18M_10,T_FUND25M_10,T_MED18A20_10,T_MED18A24_10,T_MED18M_10,T_MED19A21_10,T_MED25M_10,T_SUPER25M_10,CORTE1_10,CORTE2_10,CORTE3_10,CORTE4_10,CORTE9_10,GINI_10,PIND_10,PINDCRI_10,PMPOB_10,PMPOBCRI_10,PPOB_10,PPOBCRI_10,PREN10RICOS_10,PREN20_10,PREN20RICOS_10,PREN40_10,PREN60_10,PREN80_10,PRENTRAB_10,R1040_10,R2040_10,RDPC_10,RDPC1_10,RDPC10_10,RDPC2_10,RDPC3_10,RDPC4_10,RDPC5_10,RDPCT_10,RIND_10,RMPOB_10,RPOB_10,THEIL_10,CPR_10,EMP_10,P_AGRO_10,P_COM_10,P_CONSTR_10,P_EXTR_10,P_FORMAL_10,P_FUND_10,P_MED_10,P_SERV_10,P_SIUP_10,P_SUPER_10,P_TRANSF_10,REN0_10,REN1_10,REN2_10,REN3_10,REN5_10,RENOCUP_10,T_ATIV_10,T_ATIV1014_10,T_ATIV1517_10,T_ATIV1824_10,T_ATIV18M_10,T_ATIV2529_10,T_DES_10,T_DES1014_10,T_DES1517_10,T_DES1824_10,T_DES18M_10,T_DES2529_10,THEILtrab_10,TRABCC_10,TRABPUB_10,TRABSC_10,T_AGUA_10,T_BANAGUA_10,T_DENS_10,T_LIXO_10,T_LUZ_10,AGUA_ESGOTO_10,PAREDE_10,T_CRIFUNDIN_TODOS_10,T_FORA4A5_10,T_FORA6A14_10,T_FUNDIN_TODOS_10,T_FUNDIN_TODOS_MMEIO_10,T_FUNDIN18MINF_10,T_M10A14CF_10,T_M15A17CF_10,T_MULCHEFEFIF014_10,T_NESTUDA_NTRAB_MMEIO_10,T_OCUPDESLOC_1_10,T_RMAXIDOSO_10,T_SLUZ_10,HOMEM0A4_10,HOMEM10A14_10,HOMEM15A19_10,HOMEM20A24_10,HOMEM25A29_10,HOMEM30A34_10,HOMEM35A39_10,HOMEM40A44_10,HOMEM45A49_10,HOMEM50A54_10,HOMEM55A59_10,HOMEM5A9_10,HOMEM60A64_10,HOMEM65A69_10,HOMEM70A74_10,HOMEM75A79_10,HOMEMTOT_10,HOMENS80_10,MULH0A4_10,MULH10A14_10,MULH15A19_10,MULH20A24_10,MULH25A29_10,MULH30A34_10,MULH35A39_10,MULH40A44_10,MULH45A49_10,MULH50A54_10,MULH55A59_10,MULH5A9_10,MULH60A64_10,MULH65A69_10,MULH70A74_10,MULH75A79_10,MULHER80_10,MULHERTOT_10,PEA_10,PEA1014_10,PEA1517_10,PEA18M_10,peso1_10,PESO1114_10,PESO1113_10,PESO1214_10,peso13_10,PESO15_10,peso1517_10,PESO1524_10,PESO1618_10,PESO18_10,Peso1820_10,PESO1824_10,Peso1921_10,PESO25_10,peso4_10,peso5_10,peso6_10,PESO610_10,Peso617_10,PESO65_10,PESOM1014_10,PESOM1517_10,PESOM15M_10,PESOM25M_10,pesoRUR_10,pesotot_10,pesourb_10,PIA_10,PIA1014_10,PIA1517_10,PIA18M_10,POP_10,POPT_10,I_ESCOLARIDADE_10,I_FREQ_PROP_10,IDHM_10,IDHM_E_10,IDHM_L_10,IDHM_R_10
12,1,AC,Acre,63.72,4.86,41.85,50.63,90.47,85.84,69.37,3.11,6.56,30.93,24.98,34.26,27.47,35.63,28.38,38.68,30.2,34.85,46.07,19.52,21.58,32.55,50.28,43.57,21.39,64.18,75.55,22.21,13.81,4.01,56.45,58.87,7.78,13.81,1.88,,65.9,49.96,19.85,8.05,,,25.67,31.29,59.24,57.26,39.1,7.89,,6.26,0.18,0.11,20.7,28.42,10.03,14.21,25.74,22.77,21.66,5.17,9.92,12.19,8.4,13.04,2.78,53.03,98.72,169.24,331.42,587.63,0.63,28.43,36.8,52.54,62.35,73.58,80.75,51.61,2.17,66.94,7.36,16.55,33.06,88.83,28.06,18.2,284.96,30.94,1470.63,73.87,131,235.25,953.71,291.46,39.68,67.98,102.63,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.69,23.01,69.55,56.26,62.87,14.91,,20.39,,40.76,26.48,21.37,,0.41,11.79,20.44,,,3.86,37.13,32160,31287,24086,19569,15884,13407,11355,9330,7130,5574,4189,33237,3764,3073,2035,1285,218240,876,31478,30639,24533,19593,16240,13383,11233,8600,6381,4925,3710,32317,3161,2393,1615,1159,960,212318,,,,,,46201,35725,33530,0,239441,29904,85203,28765,202899,25414,55299,24300,151660,,12214,12507,64160,140265,13395,30639,14433,117885,73759,172038,430558,258520,,,,,412309,403101,0.228,0.154,0.402,0.176,0.645,0.574,66.66,3.42,30.36,34.08,74.71,89.67,74.77,3.68,6.77,12.18,10.91,23.72,14.52,25.44,19.38,29.6,42.62,48.12,57.77,19.82,21.11,27.71,37.56,30.77,14.52,89.94,101.99,52.62,27.37,5.85,74.41,78.73,19.43,24.45,2.85,2.89,86.18,69.36,32.82,15.57,32.86,42.39,51.99,62.77,81.6,78.61,40.24,9.14,6.81,11.62,0.44,0.15,41.67,50.42,24.01,30.89,39.71,31.79,28.77,13.37,17.15,17.46,16.98,17.58,3.77,58.95,122.01,213.89,425.56,737.89,0.64,22.99,31.53,44.02,55.64,65.28,75.65,52.38,1.49,67.67,6.51,15.62,32.33,80.23,32.17,20.78,360.63,26.87,1889.01,90.58,164.16,301.3,1220.25,385.57,31.78,65.28,105.12,0.72,28.33,1.65,24.84,12.28,5.67,0.02,40.86,37.73,23,47.91,0.65,4.61,6.93,9.23,54.17,79.84,86.43,93.7,,38.1,10.44,31.93,59.77,64.03,70.68,12.4,21.12,27.31,20.55,11.08,12.05,0.55,31.4,6.5,22.96,36.87,30.01,57.51,74.47,75.82,37.3,,61.94,67.14,18.4,54.11,45.62,59.32,0.74,16.83,23.49,22.22,,4.03,24.18,40226,35192,34266,28697,22340,19019,15608,13160,10489,8103,6253,36849,5104,3933,3096,2052,286468,2082,38949,34430,33901,28855,22809,19054,15778,12932,10149,7686,6311,36394,4674,3418,2688,1696,1959,281682,212786,7021,12857,192908,15499,54783,41200,40817,48210,346111,41269,125719,41421,430561,40297,84450,37642,220392,15465,15868,14708,72214,168267,20923,34430,20609,171910,109153,197884,568151,370267,408802,67274,40268,301260,550411,514807,0.318,0.328,0.517,0.325,0.694,0.612,71.63,2.95,23.01,24.93,61.34,94.62,84.53,4.32,8.69,6.64,4.47,16.48,5.87,17.79,9.03,21.29,58.21,60.76,70.57,19.22,18.83,23.27,22.57,20.41,6.15,93.9,104,61.95,49.54,26.72,82.67,87.57,37.94,42.45,10.5,11.25,91.84,77.76,31.03,16.9,63.97,71.13,78.72,86.34,91.83,88.45,23.98,4.24,17.27,7.39,1.67,1.14,75.96,77.48,52.93,61.15,65.32,48.8,43.98,31.98,38.35,33.09,38.29,31.56,8.98,98.5,194.5,335,624.4,1020.5,0.63,15.59,22.69,29.46,42.26,50.97,66.4,50.56,1.4,65.77,6.89,16.78,34.23,78.86,29.35,19.05,522.15,36.53,2639.9,143.34,258.19,455.62,1713.43,550.76,23.3,62.69,119.68,0.73,21.58,1.04,18.58,13.85,7.81,0.07,46.45,55.2,39.61,47.64,0.95,10.75,4.41,10.12,29.81,74.84,84.27,92.24,1081.76,41.53,10.32,24.02,58.94,64.86,71.2,8.33,13.1,25.65,16.21,7.46,8.55,0.5,38.17,5.46,24.52,86.51,47.42,46.05,93.63,91.14,28.09,9.06,41.14,36.03,8.17,33.21,24.79,43.75,0.86,12.22,28.72,17.41,0.93,2.91,8.86,39464,44455,38437,35193,33369,29137,23843,19946,15757,12880,10221,41996,7713,5758,4081,2815,368324,3259,37880,43243,38550,35151,34054,29984,23947,19997,15718,13039,10237,40138,7503,5864,4001,2692,3238,365235,304651,9054,11629,283968,14588,69153,52205,51515,46757,486011,47910,147216,45988,438101,43582,99306,42654,338795,15931,16315,15950,84224,185895,31684,43209,23949,243796,170151,201280,733559,532279,733559,87707,48412,437790,728620,690774,0.488,0.599,0.663,0.559,0.777,0.671
27,2,AL,Alagoas,58.1,4.12,74.5,94.68,80.75,80.36,60.74,4.41,6.62,40.45,32.85,44.04,33.62,45.63,36.12,49.83,26.74,31.02,46.65,19.27,21.57,35.68,53.98,47.41,17.67,62.91,75.47,21.62,20.6,3.13,54.64,57.56,7.57,20.6,1.91,,62.36,46.09,18.28,4.61,,,30.76,35.45,57.89,55.14,37.03,8.89,,6.35,0.12,0.08,17.97,24.73,9.52,14.1,24.93,19.82,18.03,6.88,10.91,11.78,9.6,12.08,3.22,44,75.22,121.29,225.65,406.17,0.63,36.62,46.84,65.15,74.54,82.6,87.96,53.14,2.61,67.24,8.2,17.28,32.76,82.83,25.92,16.4,211.98,27.71,1126.49,59.21,96.19,164.16,712.62,214.75,40.75,66.45,91.63,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.51,42.3,59.73,69.99,75.74,29.29,,23.61,,42.11,31.23,28.16,,0.29,7.06,17.25,,,5.16,24.26,168119,164661,143249,113294,92186,74042,63531,55322,43393,34997,26098,173738,22942,19361,14387,10463,1228434,8652,166683,166836,148743,121908,99577,80309,70443,57635,46026,38101,31618,172179,27381,21076,15434,10925,10598,1285471,,,,,,263520,197876,195429,0,1501690,185647,526454,178045,1313689,154676,340807,148555,974496,,67962,69318,346881,796049,110896,166836,90170,779774,509123,1031872,2513905,1482033,,,,,2480960,2448816,0.198,0.163,0.37,0.174,0.552,0.527,63.79,3.14,48.96,62.05,66.81,85.89,68.77,4.96,6.54,17.6,15.64,31.91,20.93,33.93,24.81,38.23,32.45,38.31,56.33,17.46,19.87,26.92,50.09,41.81,16.76,101.07,122.1,40.06,42.44,6.54,81.04,85.16,12.74,34.09,3.48,7.67,89.83,72.58,33.67,11.9,48.17,56.06,64.92,72.74,87.23,83.48,55.6,16.37,11.45,10.3,0.26,0.16,29.99,38.41,15.44,20.37,29.27,25.14,23.78,9.33,12.66,15.05,12.27,15.84,3.86,45.35,88.04,147.38,294.77,525.11,0.68,31.95,43.81,56.8,70.02,76.24,85.46,57.74,1.38,71.14,5.96,14.13,28.86,70.64,38.76,23.88,285.29,19.64,1647.16,65.35,116.6,210.08,1014.77,304.65,33.56,62.78,94.29,0.82,23.67,1.77,33.26,12.26,4.94,0.21,37.53,31.01,20.6,40.35,0.47,4.83,7.5,13.95,70.81,87.26,91.36,95.62,,38.4,11.47,33.46,60.45,60.08,69.92,17.65,19.22,31.45,26.85,16.63,18.73,0.6,28.8,5.37,26.57,59.91,54.99,50.29,90.96,89.81,18.13,,70.33,51.83,12.77,62.27,56.57,65.67,0.6,10.37,19.17,25.5,,6.35,10.19,169030,165672,164758,136626,105324,93584,81863,66947,56520,46966,36354,162987,29006,21923,16492,11299,1378716,13365,166246,165962,164144,140688,113661,102700,89706,74099,62390,50409,41547,160333,34715,27116,19741,13339,16853,1443648,1085611,37660,67812,980140,65624,268086,200366,202425,199814,1831964,200814,606163,200843,2237313,187589,405349,175410,1225801,69812,70208,65129,316608,785509,140117,165949,100670,951017,646212,902625,2822364,1919739,2162498,328414,202647,1631437,2788765,2611502,0.251,0.299,0.471,0.282,0.647,0.574,70.32,2.22,28.4,31.03,54.3,93.36,82.31,6.01,9.07,8.96,6.13,24.33,8.43,26.09,14.83,30.57,53.33,59.29,64.78,19.34,20.06,25.1,27.34,20.65,10.12,105.61,119.76,63.29,66.52,20.65,88.59,92.2,31.32,50.88,9.18,17.46,94.73,80.9,32.54,14.16,78.22,82.96,88.74,92.47,95.24,91.65,41.71,7.49,22.81,9.88,1.59,0.72,81.57,84,39.56,48.08,57.12,40.57,36.36,25.86,31.67,26.34,31.56,24.98,6.9,85,164.8,258.83,509.5,825,0.63,16.66,24.77,34.29,49.41,59.76,75.78,51.76,1.85,65.97,7.62,17.35,34.03,68.91,27.17,17.21,432.56,39.92,2238.83,124.87,210.47,360.84,1418.23,439.17,32.04,70.59,124.47,0.75,20.52,1.26,24.03,14.96,6.46,0.24,45.09,47.95,33.63,40.47,0.96,9.07,7.36,13.23,40.9,83.34,89.59,94.38,845.89,40.42,9.02,24.63,56.25,58.69,67.36,11.04,10.84,23.65,22.24,10.53,13.25,0.55,35.13,6.08,25.1,77.56,75.64,35.04,96.16,98.98,13.07,5.19,49.55,21.78,4.76,40.34,31.42,51.13,0.62,9.35,26.49,21.65,2.88,4.51,1.02,137938,170979,156447,140782,130801,117495,100087,91149,76344,62172,51170,152608,41364,30930,21927,13876,1511767,15697,134139,167208,156562,149233,141189,128982,111871,101967,85266,71477,60362,147532,47635,36635,27457,18674,22540,1608727,1261201,30470,47855,1182876,53297,269476,199600,203810,162101,2207366,195040,602314,187094,2012326,174643,407274,170980,1605052,56372,56759,57136,311388,714342,187531,167031,96973,1158438,852994,822634,3120494,2297860,3120494,337867,194319,2015524,3092407,3045851,0.406,0.589,0.631,0.52,0.755,0.641
